Bird_ID,Tagged_By,Recovery_Time_days,Observation_Counts
B6573,Researcher_C,88,26
B6574,Researcher_B,13,31
B6575,Researcher_C,99,59
B6576,Researcher_C,91,41
B6578,Researcher_C,119,79
B6579,Researcher_B,106,84
B6581,Researcher_A,43,68
B6582,Researcher_A,47,93
B6583,Researcher_C,7,8
B6586,Researcher_A,50,96
B6587,Researcher_B,96,67
B6588,Researcher_C,6,26
B6589,Researcher_C,85,12
B6591,Researcher_B,50,44
B6596,Researcher_B,45,59
B6597,Researcher_B,119,94
B6598,Researcher_C,96,1
B6599,Researcher_B,28,42
B6600,Researcher_B,20,43
B6602,Researcher_C,88,59
B6604,Researcher_C,107,22
B6605,Researcher_B,44,56
B6606,Researcher_B,52,71
B6607,Researcher_C,39,62
B6609,Researcher_C,89,14
B6613,Researcher_C,109,88
B6617,Researcher_B,55,34
B6620,Researcher_C,58,28
B6625,Researcher_A,116,38
B6626,Researcher_B,71,24
B6628,Researcher_C,96,49
B6629,Researcher_B,20,68
B6630,Researcher_A,118,92
B6632,Researcher_A,101,8
B6635,Researcher_B,6,38
B6636,Researcher_B,117,13
B6639,Researcher_C,117,23
B6640,Researcher_A,12,54
B6643,Researcher_C,20,63
B6647,Researcher_B,115,51
B6648,Researcher_B,4,88
B6649,Researcher_B,92,75
B6650,Researcher_A,74,13
B6651,Researcher_A,110,23
B6652,Researcher_A,22,81
B6653,Researcher_A,47,23
B6655,Researcher_C,117,27
B6659,Researcher_B,92,60
B6660,Researcher_C,49,58
B6662,Researcher_A,114,63
B6666,Researcher_C,108,77
B6668,Researcher_B,16,64
B6669,Researcher_C,36,57
B6673,Researcher_A,14,68
B6675,Researcher_B,17,72
B6677,Researcher_A,46,4
B6679,Researcher_A,106,4
B6681,Researcher_A,29,33
B6683,Researcher_C,85,70
B6686,Researcher_A,108,1
B6687,Researcher_A,90,71
B6688,Researcher_C,92,68
B6689,Researcher_A,73,56
B6692,Researcher_C,112,97
B6693,Researcher_C,94,11
B6694,Researcher_A,45,57
B6695,Researcher_C,78,72
B6696,Researcher_A,117,73
B6699,Researcher_B,33,22
B6702,Researcher_A,58,4
B6707,Researcher_A,80,28
B6708,Researcher_C,63,39
B6709,Researcher_A,100,23
B6710,Researcher_C,70,73
B6716,Researcher_C,65,93
B6717,Researcher_A,70,55
B6718,Researcher_C,95,90
B6719,Researcher_C,92,65
B6721,Researcher_C,10,38
B6722,Researcher_B,48,7
B6728,Researcher_C,50,28
B6729,Researcher_A,6,61
B6730,Researcher_B,5,42
B6731,Researcher_B,44,7
B6732,Researcher_C,93,68
B6734,Researcher_C,62,3
B6737,Researcher_B,12,22
B6738,Researcher_C,101,1
B6739,Researcher_B,6,16
B6746,Researcher_B,105,56
B6747,Researcher_B,24,37
B6748,Researcher_B,81,10
B6750,Researcher_A,88,73
B6758,Researcher_A,75,36
B6760,Researcher_C,72,94
B6761,Researcher_C,115,17
B6763,Researcher_B,108,41
B6765,Researcher_A,23,14
B6766,Researcher_B,35,60
B6767,Researcher_C,94,61
B6771,Researcher_B,40,35
B6774,Researcher_C,95,73
B6776,Researcher_B,80,18
B6778,Researcher_A,91,87
B6779,Researcher_C,89,44
B6781,Researcher_A,25,56
B6782,Researcher_C,112,41
B6784,Researcher_C,53,62
B6785,Researcher_C,57,42
B6787,Researcher_A,27,71
B6788,Researcher_B,82,56
B6789,Researcher_B,101,33
B6792,Researcher_B,62,27
B6793,Researcher_B,19,5
B6797,Researcher_C,79,88
B6799,Researcher_A,88,74
B6800,Researcher_B,42,3
B6802,Researcher_B,117,54
B6803,Researcher_B,57,95
B6808,Researcher_A,116,43
B6809,Researcher_A,113,7
B6812,Researcher_B,27,13
B6813,Researcher_C,116,51
B6815,Researcher_C,108,22
B6817,Researcher_C,21,45
B6818,Researcher_A,2,64
B6820,Researcher_C,82,87
B6821,Researcher_B,65,74
B6824,Researcher_A,25,28
B6825,Researcher_B,111,29
B6828,Researcher_C,88,51
B6830,Researcher_C,42,50
B6831,Researcher_C,90,29
B6840,Researcher_B,64,69
B6841,Researcher_A,108,32
B6842,Researcher_B,55,38
B6843,Researcher_B,82,76
B6845,Researcher_B,1,27
B6847,Researcher_A,95,94
B6848,Researcher_B,67,20
B6852,Researcher_B,9,7
B6853,Researcher_B,93,65
B6859,Researcher_A,21,68
B6862,Researcher_A,45,3
B6864,Researcher_B,35,12
B6867,Researcher_B,44,43
B6875,Researcher_A,22,19
B6878,Researcher_A,49,36
B6879,Researcher_A,40,70
B6883,Researcher_C,30,43
B6884,Researcher_A,48,75
B6886,Researcher_A,34,47
B6888,Researcher_C,32,17
B6889,Researcher_B,37,45
B6892,Researcher_B,47,38
B6893,Researcher_C,44,1
B6897,Researcher_B,67,20
B6898,Researcher_C,89,19
B6899,Researcher_A,29,21
B6900,Researcher_A,18,24
B6901,Researcher_B,23,65
B6903,Researcher_A,39,32
B6904,Researcher_B,33,47
B6906,Researcher_C,20,81
B6908,Researcher_A,107,52
B6910,Researcher_A,55,53
B6916,Researcher_C,92,35
B6919,Researcher_A,69,75
B6921,Researcher_C,65,10
B6923,Researcher_B,97,42
B6926,Researcher_A,83,77
B6928,Researcher_A,73,61
B6929,Researcher_A,96,88
B6930,Researcher_A,83,86
B6932,Researcher_B,81,75
B6934,Researcher_B,93,97
B6937,Researcher_A,104,6
B6938,Researcher_C,34,44
B6939,Researcher_A,95,85
B6940,Researcher_B,92,63
B6941,Researcher_A,97,3
B6942,Researcher_B,24,74
B6943,Researcher_C,34,77
B6944,Researcher_B,15,60
B6946,Researcher_A,95,77
B6947,Researcher_C,39,39
B6948,Researcher_B,24,55
B6949,Researcher_C,11,9
B6951,Researcher_A,115,16
B6953,Researcher_C,80,51
B6955,Researcher_B,61,88
B6956,Researcher_C,73,96
B6957,Researcher_B,111,18
B6958,Researcher_C,33,72
B6959,Researcher_B,73,49
B6960,Researcher_C,113,18
B6961,Researcher_A,105,97
B6962,Researcher_C,39,81
B6964,Researcher_B,12,4
B6966,Researcher_C,6,97
B6970,Researcher_B,109,77
B6971,Researcher_C,9,66
B6972,Researcher_C,89,65
B6973,Researcher_A,59,90
B6974,Researcher_B,10,65
B6975,Researcher_A,42,68
B6976,Researcher_B,59,98
B6977,Researcher_B,52,35
B6979,Researcher_A,48,20
B6980,Researcher_B,42,85
B6981,Researcher_B,64,64
B6982,Researcher_B,72,96
B6984,Researcher_A,16,89
B6987,Researcher_C,63,90
B6991,Researcher_C,11,65
B6992,Researcher_C,77,6
B6994,Researcher_B,103,47
B6995,Researcher_B,5,89
B6997,Researcher_A,76,52
B7000,Researcher_A,33,14
B7003,Researcher_C,111,6
B7004,Researcher_B,54,63
B7005,Researcher_A,19,80
B7010,Researcher_A,103,64
B7013,Researcher_B,49,79
B7014,Researcher_A,100,20
B7018,Researcher_C,105,46
B7021,Researcher_C,102,48
B7022,Researcher_B,68,27
B7027,Researcher_B,24,21
B7028,Researcher_A,56,6
B7030,Researcher_B,10,21
B7033,Researcher_A,42,6
B7035,Researcher_C,118,9
B7037,Researcher_C,38,68
B7040,Researcher_C,45,83
B7044,Researcher_A,4,25
B7045,Researcher_A,22,77
B7048,Researcher_B,112,23
B7049,Researcher_B,105,25
B7050,Researcher_A,48,79
B7051,Researcher_B,59,15
B7055,Researcher_A,41,73
B7056,Researcher_A,85,22
B7057,Researcher_C,119,51
B7058,Researcher_C,45,3
B7059,Researcher_A,15,35
B7064,Researcher_C,54,98
B7065,Researcher_B,49,1
B7067,Researcher_A,12,50
B7068,Researcher_C,47,31
B7069,Researcher_A,19,5
B7073,Researcher_C,48,35
B7074,Researcher_B,116,44
B7077,Researcher_A,39,24
B7078,Researcher_A,102,48
B7079,Researcher_C,14,73
B7080,Researcher_B,23,71
B7082,Researcher_A,66,26
B7083,Researcher_A,44,28
B7085,Researcher_A,62,53
B7086,Researcher_A,8,54
B7089,Researcher_B,66,21
B7091,Researcher_B,33,34
B7093,Researcher_C,12,93
B7098,Researcher_A,22,39
B7101,Researcher_B,73,34
B7102,Researcher_B,1,35
B7105,Researcher_A,33,57
B7106,Researcher_A,27,62
B7107,Researcher_A,66,17
B7108,Researcher_B,80,9
B7111,Researcher_A,85,29
B7113,Researcher_A,35,23
B7118,Researcher_A,110,39
B7120,Researcher_B,84,19
B7122,Researcher_C,116,93
B7123,Researcher_B,100,87
B7124,Researcher_B,86,7
B7126,Researcher_B,100,12
B7130,Researcher_B,11,28
B7132,Researcher_C,33,70
B7137,Researcher_B,22,86
B7139,Researcher_A,15,44
B7140,Researcher_B,70,45
B7141,Researcher_A,92,46
B7142,Researcher_A,88,98
B7148,Researcher_B,85,64
B7149,Researcher_C,55,47
B7150,Researcher_A,35,86
B7153,Researcher_B,72,40
B7156,Researcher_C,12,61
B7157,Researcher_B,113,76
B7160,Researcher_A,45,11
B7162,Researcher_C,40,66
B7164,Researcher_B,95,29
B7165,Researcher_C,18,42
B7168,Researcher_B,15,31
B7169,Researcher_A,77,66
B7170,Researcher_C,57,47
B7171,Researcher_B,20,37
B7172,Researcher_B,103,12
B7177,Researcher_A,87,44
B7181,Researcher_C,96,10
B7183,Researcher_C,106,68
B7184,Researcher_A,63,69
B7186,Researcher_A,23,18
B7187,Researcher_A,55,93
B7188,Researcher_A,99,79
B7190,Researcher_B,61,88
B7191,Researcher_C,19,47
B7194,Researcher_B,23,32
B7195,Researcher_A,109,16
B7197,Researcher_A,93,36
B7199,Researcher_B,48,59
B7200,Researcher_C,29,70
B7203,Researcher_B,103,41
B7205,Researcher_A,69,42
B7206,Researcher_B,27,71
B7208,Researcher_C,44,92
B7209,Researcher_C,82,7
B7210,Researcher_A,72,70
B7211,Researcher_B,44,45
B7218,Researcher_C,11,72
B7221,Researcher_A,76,3
B7226,Researcher_A,85,38
B7227,Researcher_A,28,35
B7229,Researcher_C,35,49
B7230,Researcher_B,106,46
B7231,Researcher_B,72,40
B7234,Researcher_A,15,93
B7235,Researcher_A,91,34
B7236,Researcher_C,12,8
B7239,Researcher_B,45,85
B7241,Researcher_A,56,77
B7244,Researcher_B,44,37
B7246,Researcher_A,3,35
B7248,Researcher_A,76,44
B7249,Researcher_A,50,46
B7252,Researcher_B,88,99
B7253,Researcher_A,116,25
B7255,Researcher_C,109,33
B7257,Researcher_B,87,5
B7258,Researcher_B,112,96
B7259,Researcher_B,94,97
B7260,Researcher_C,90,30
B7261,Researcher_A,90,44
B7263,Researcher_A,116,96
B7269,Researcher_B,97,64
B7271,Researcher_A,105,20
B7272,Researcher_B,119,22
B7274,Researcher_C,50,61
B7276,Researcher_C,1,71
B7278,Researcher_A,18,47
B7279,Researcher_A,107,78
B7280,Researcher_A,79,86
B7283,Researcher_A,35,34
B7284,Researcher_B,108,3
B7285,Researcher_B,100,92
B7287,Researcher_C,7,87
B7288,Researcher_C,87,29
B7289,Researcher_B,66,47
B7291,Researcher_A,18,35
B7292,Researcher_C,22,33
B7298,Researcher_B,8,21
B7300,Researcher_C,113,6
B7301,Researcher_B,18,85
B7304,Researcher_C,107,60
B7307,Researcher_B,35,1
B7308,Researcher_C,101,84
B7309,Researcher_C,76,92
B7312,Researcher_A,33,84
B7313,Researcher_C,103,66
B7314,Researcher_A,98,8
B7315,Researcher_B,63,86
B7316,Researcher_A,8,11
B7317,Researcher_C,63,31
B7318,Researcher_B,5,95
B7319,Researcher_B,40,59
B7321,Researcher_B,93,26
B7322,Researcher_B,73,50
B7324,Researcher_C,28,20
B7325,Researcher_C,54,12
B7328,Researcher_C,7,36
B7331,Researcher_B,43,74
B7334,Researcher_A,39,45
B7335,Researcher_A,48,4
B7336,Researcher_A,109,44
B7338,Researcher_A,58,6
B7340,Researcher_C,101,18
B7344,Researcher_B,104,61
B7345,Researcher_B,95,64
B7346,Researcher_A,67,83
B7348,Researcher_C,27,82
B7351,Researcher_B,82,44
B7352,Researcher_C,95,88
B7353,Researcher_A,43,37
B7354,Researcher_A,72,34
B7358,Researcher_B,32,94
B7359,Researcher_B,113,23
B7362,Researcher_C,101,23
B7363,Researcher_A,119,88
B7364,Researcher_C,118,83
B7365,Researcher_C,13,74
B7366,Researcher_A,95,14
B7367,Researcher_A,27,44
B7369,Researcher_B,64,38
B7374,Researcher_B,113,20
B7376,Researcher_C,100,10
B7378,Researcher_B,60,63
B7379,Researcher_C,104,40
B7381,Researcher_B,30,77
B7382,Researcher_C,81,65
B7383,Researcher_B,119,80
B7389,Researcher_C,75,34
B7392,Researcher_B,35,51
B7393,Researcher_B,37,7
B7394,Researcher_C,58,40
B7395,Researcher_C,41,37
B7397,Researcher_A,15,84
B7398,Researcher_B,74,26
B7399,Researcher_A,109,86
B7401,Researcher_B,15,66
B7402,Researcher_A,85,5
B7408,Researcher_B,98,50
B7409,Researcher_B,114,74
B7411,Researcher_B,27,78
B7412,Researcher_B,23,63
B7415,Researcher_C,3,21
B7417,Researcher_B,14,50
B7419,Researcher_B,62,9
B7420,Researcher_C,8,7
B7422,Researcher_B,48,27
B7424,Researcher_B,23,5
B7425,Researcher_B,84,75
B7426,Researcher_A,89,17
B7430,Researcher_A,116,61
B7432,Researcher_A,92,95
B7433,Researcher_C,75,95
B7436,Researcher_B,37,89
B7437,Researcher_B,67,81
B7438,Researcher_A,35,24
B7440,Researcher_C,32,99
B7443,Researcher_C,16,94
B7444,Researcher_B,86,43
B7446,Researcher_C,46,30
B7448,Researcher_B,91,52
B7450,Researcher_A,35,33
B7451,Researcher_B,78,16
B7452,Researcher_A,52,67
B7453,Researcher_A,9,85
B7454,Researcher_C,33,57
B7457,Researcher_C,80,91
B7458,Researcher_A,112,29
B7459,Researcher_C,31,53
B7460,Researcher_A,44,45
B7465,Researcher_B,95,31
B7468,Researcher_B,95,84
B7470,Researcher_A,41,44
B7471,Researcher_B,113,64
B7472,Researcher_B,13,75
B7474,Researcher_C,18,69
B7476,Researcher_A,77,71
B7477,Researcher_C,70,92
B7479,Researcher_B,101,22
B7482,Researcher_A,112,80
B7485,Researcher_A,1,7
B7488,Researcher_C,79,93
B7497,Researcher_C,44,36
B7499,Researcher_A,50,63
B7500,Researcher_A,64,86
B7501,Researcher_A,27,27
B7502,Researcher_B,96,94
B7511,Researcher_B,89,84
B7512,Researcher_A,111,41
B7513,Researcher_B,49,16
B7514,Researcher_C,27,80
B7516,Researcher_B,23,7
B7517,Researcher_C,82,35
B7519,Researcher_A,4,93
B7520,Researcher_C,95,10
B7522,Researcher_C,116,95
B7523,Researcher_C,11,52
B7524,Researcher_C,90,47
B7525,Researcher_B,45,83
B7526,Researcher_B,11,16
B7528,Researcher_C,22,49
B7529,Researcher_B,98,22
B7531,Researcher_C,11,62
B7532,Researcher_C,92,80
B7535,Researcher_A,83,28
B7536,Researcher_B,35,22
B7537,Researcher_B,85,74
B7539,Researcher_C,111,58
B7542,Researcher_B,76,38
B7544,Researcher_A,115,24
B7545,Researcher_A,46,80
B7547,Researcher_A,10,2
B7549,Researcher_B,104,78
B7553,Researcher_A,2,68
B7555,Researcher_C,84,67
B7564,Researcher_A,2,46
B7567,Researcher_B,56,44
B7568,Researcher_A,91,38
B7570,Researcher_B,31,37
B7571,Researcher_A,48,91
B7573,Researcher_B,59,72
B7576,Researcher_C,117,62
B7577,Researcher_B,40,80
B7578,Researcher_B,55,50
B7579,Researcher_A,36,85
B7581,Researcher_B,79,72
B7582,Researcher_A,33,17
B7583,Researcher_B,5,62
B7588,Researcher_A,45,58
B7590,Researcher_C,50,62
B7591,Researcher_C,6,13
B7594,Researcher_B,116,41
B7596,Researcher_C,32,85
B7597,Researcher_C,37,24
B7601,Researcher_A,8,17
B7602,Researcher_A,10,55
B7604,Researcher_B,11,91
B7605,Researcher_B,89,83
B7607,Researcher_B,54,9
B7610,Researcher_B,108,43
B7615,Researcher_A,22,9
B7616,Researcher_C,27,64
B7617,Researcher_B,90,14
B7620,Researcher_B,17,15
B7622,Researcher_A,50,29
B7623,Researcher_B,4,41
B7627,Researcher_C,87,5
B7628,Researcher_A,18,83
B7631,Researcher_C,79,64
B7632,Researcher_A,33,39
B7634,Researcher_A,80,78
B7636,Researcher_B,2,36
B7638,Researcher_B,71,76
B7643,Researcher_C,52,95
B7647,Researcher_A,86,21
B7648,Researcher_C,74,45
B7651,Researcher_C,102,70
B7653,Researcher_B,52,38
B7655,Researcher_B,3,92
B7658,Researcher_C,117,79
B7659,Researcher_A,95,18
B7664,Researcher_C,74,87
B7668,Researcher_B,118,10
B7669,Researcher_C,39,75
B7670,Researcher_B,9,95
B7672,Researcher_A,25,91
B7674,Researcher_C,44,22
B7676,Researcher_C,73,11
B7680,Researcher_B,89,3
B7683,Researcher_B,117,56
B7684,Researcher_C,20,62
B7685,Researcher_C,112,99
B7690,Researcher_B,78,94
B7691,Researcher_C,23,60
B7692,Researcher_B,82,82
B7693,Researcher_C,92,68
B7694,Researcher_A,102,11
B7696,Researcher_C,2,53
B7698,Researcher_C,40,29
B7700,Researcher_B,73,50
B7702,Researcher_A,5,58
B7704,Researcher_A,26,55
B7705,Researcher_A,48,5
B7707,Researcher_A,15,69
B7710,Researcher_A,92,84
B7714,Researcher_A,29,27
B7716,Researcher_C,64,17
B7717,Researcher_B,60,99
B7718,Researcher_C,60,78
B7720,Researcher_A,54,51
B7722,Researcher_C,92,86
B7723,Researcher_A,12,82
B7726,Researcher_A,73,51
B7727,Researcher_B,98,24
B7728,Researcher_C,7,34
B7730,Researcher_B,51,70
B7731,Researcher_C,102,28
B7732,Researcher_A,81,68
B7734,Researcher_C,20,61
B7735,Researcher_A,101,11
B7737,Researcher_C,96,18
B7739,Researcher_C,29,82
B7741,Researcher_B,86,23
B7743,Researcher_C,3,1
B7745,Researcher_A,5,7
B7746,Researcher_C,71,58
B7749,Researcher_A,40,92
B7752,Researcher_A,29,21
B7753,Researcher_A,118,60
B7754,Researcher_B,87,7
B7756,Researcher_B,109,99
B7757,Researcher_C,1,50
B7758,Researcher_C,59,13
B7759,Researcher_C,10,69
B7762,Researcher_B,109,18
B7767,Researcher_C,112,41
B7768,Researcher_B,57,62
B7773,Researcher_A,70,24
B7775,Researcher_A,76,80
B7776,Researcher_A,77,82
B7778,Researcher_A,70,79
B7779,Researcher_B,70,47
B7782,Researcher_A,13,8
B7783,Researcher_B,87,37
B7784,Researcher_A,9,58
B7789,Researcher_A,55,70
B7790,Researcher_A,79,91
B7792,Researcher_B,18,28
B7793,Researcher_C,115,54
B7794,Researcher_A,116,7
B7795,Researcher_C,101,67
B7796,Researcher_A,51,26
B7797,Researcher_A,97,49
B7799,Researcher_C,19,66
B7801,Researcher_A,74,74
B7802,Researcher_C,112,16
B7803,Researcher_C,20,46
B7804,Researcher_B,103,59
B7812,Researcher_B,54,70
B7813,Researcher_C,42,6
B7820,Researcher_A,80,77
B7821,Researcher_A,28,85
B7822,Researcher_A,94,17
B7825,Researcher_B,39,7
B7826,Researcher_A,76,74
B7827,Researcher_B,70,40
B7828,Researcher_A,62,97
B7829,Researcher_B,114,8
B7830,Researcher_A,107,85
B7831,Researcher_A,112,9
B7834,Researcher_C,88,2
B7835,Researcher_B,61,66
B7836,Researcher_B,62,58
B7839,Researcher_B,87,40
B7842,Researcher_B,23,52
B7844,Researcher_A,27,82
B7847,Researcher_C,80,35
B7848,Researcher_B,63,64
B7850,Researcher_A,60,75
B7852,Researcher_A,38,14
B7853,Researcher_C,116,39
B7854,Researcher_B,36,38
B7856,Researcher_B,37,82
B7858,Researcher_A,100,16
B7860,Researcher_B,53,25
B7861,Researcher_A,86,24
B7862,Researcher_B,61,89
B7864,Researcher_A,15,99
B7867,Researcher_C,115,35
B7868,Researcher_A,40,58
B7870,Researcher_A,67,79
B7873,Researcher_B,21,58
B7875,Researcher_A,25,65
B7884,Researcher_C,24,68
B7885,Researcher_C,15,85
B7886,Researcher_C,77,92
B7888,Researcher_A,99,66
B7890,Researcher_C,42,51
B7895,Researcher_C,47,12
B7896,Researcher_C,92,46
B7897,Researcher_C,96,88
B7900,Researcher_B,109,58
B7902,Researcher_A,21,53
B7903,Researcher_B,8,10
B7904,Researcher_B,39,4
B7909,Researcher_C,102,73
B7911,Researcher_A,64,75
B7913,Researcher_B,117,39
B7914,Researcher_A,26,74
B7915,Researcher_B,91,91
B7917,Researcher_C,116,33
B7921,Researcher_C,7,26
B7926,Researcher_A,14,62
B7929,Researcher_B,67,79
B7930,Researcher_A,46,65
B7931,Researcher_C,53,94
B7934,Researcher_B,88,8
B7935,Researcher_A,35,54
B7939,Researcher_C,69,45
B7940,Researcher_A,55,60
B7941,Researcher_A,90,18
B7944,Researcher_A,14,72
B7945,Researcher_B,9,42
B7949,Researcher_B,96,10
B7952,Researcher_C,49,32
B7954,Researcher_A,7,99
B7957,Researcher_B,102,24
B7959,Researcher_B,25,8
B7960,Researcher_A,79,93
B7961,Researcher_A,46,30
B7966,Researcher_A,12,4
B7968,Researcher_B,88,37
B7970,Researcher_B,11,28
B7971,Researcher_C,5,92
B7972,Researcher_B,66,67
B7973,Researcher_B,26,68
B7974,Researcher_C,10,85
B7976,Researcher_C,67,18
B7978,Researcher_C,2,32
B7980,Researcher_A,119,28
B7982,Researcher_B,82,55
B7983,Researcher_B,117,31
B7984,Researcher_B,92,77
B7986,Researcher_C,15,22
B7989,Researcher_C,118,34
B7990,Researcher_A,102,14
B7992,Researcher_B,4,60
B7993,Researcher_C,14,97
B7994,Researcher_C,107,31
B7995,Researcher_B,56,60
B7997,Researcher_A,119,56
B8000,Researcher_C,12,53
B8002,Researcher_A,57,44
B8003,Researcher_C,97,45
B8004,Researcher_C,107,71
B8005,Researcher_B,90,32
B8009,Researcher_B,113,88
B8012,Researcher_A,23,99
B8013,Researcher_B,11,42
B8014,Researcher_B,109,2
B8015,Researcher_B,90,88
B8016,Researcher_A,9,62
B8017,Researcher_C,72,6
B8020,Researcher_B,101,60
B8021,Researcher_A,50,99
B8022,Researcher_B,74,74
B8023,Researcher_C,113,80
B8026,Researcher_A,33,33
B8028,Researcher_A,42,83
B8029,Researcher_B,101,77
B8031,Researcher_C,71,31
B8033,Researcher_A,50,92
B8034,Researcher_A,107,35
B8035,Researcher_C,116,53
B8036,Researcher_B,17,45
B8041,Researcher_C,98,60
B8043,Researcher_C,71,87
B8044,Researcher_B,20,80
B8045,Researcher_A,87,83
B8047,Researcher_C,7,97
B8050,Researcher_B,47,19
B8052,Researcher_B,114,23
B8054,Researcher_A,18,16
B8056,Researcher_A,4,53
B8057,Researcher_B,15,10
B8059,Researcher_C,46,50
B8060,Researcher_B,6,89
B8061,Researcher_C,10,67
B8062,Researcher_C,16,94
B8067,Researcher_C,42,96
B8070,Researcher_B,69,59
B8072,Researcher_C,2,93
B8075,Researcher_B,63,10
B8076,Researcher_B,117,89
B8077,Researcher_C,109,93
B8078,Researcher_B,23,88
B8080,Researcher_B,45,3
B8084,Researcher_C,71,89
B8088,Researcher_A,66,80
B8089,Researcher_B,67,63
B8090,Researcher_B,103,90
B8092,Researcher_A,39,81
B8093,Researcher_B,11,98
B8094,Researcher_B,111,20
B8095,Researcher_C,88,17
B8096,Researcher_B,23,1
B8097,Researcher_C,106,73
B8098,Researcher_A,75,35
B8099,Researcher_B,61,14
B8101,Researcher_C,103,41
B8103,Researcher_C,98,66
B8104,Researcher_B,95,39
B8105,Researcher_A,106,67
B8111,Researcher_A,57,22
B8112,Researcher_B,94,5
B8113,Researcher_B,46,22
B8114,Researcher_B,39,14
B8118,Researcher_B,97,18
B8119,Researcher_B,113,79
B8123,Researcher_C,73,40
B8125,Researcher_A,67,24
B8126,Researcher_B,9,65
B8127,Researcher_C,96,59
B8128,Researcher_A,36,91
B8129,Researcher_B,78,77
B8131,Researcher_A,100,28
B8132,Researcher_B,33,49
B8136,Researcher_C,17,96
B8138,Researcher_B,62,11
B8139,Researcher_B,55,7
B8140,Researcher_C,80,47
B8142,Researcher_A,91,93
B8143,Researcher_C,104,34
B8144,Researcher_C,62,85
B8145,Researcher_A,20,52
B8146,Researcher_C,88,8
B8150,Researcher_B,111,86
B8154,Researcher_A,20,60
B8157,Researcher_A,45,79
B8158,Researcher_C,114,42
B8164,Researcher_A,80,11
B8166,Researcher_A,89,4
B8169,Researcher_C,58,99
B8170,Researcher_B,7,9
B8171,Researcher_C,75,20
B8174,Researcher_C,31,51
B8175,Researcher_A,71,25
B8182,Researcher_A,102,40
B8186,Researcher_B,4,68
B8187,Researcher_C,94,96
B8188,Researcher_C,102,99
B8189,Researcher_C,84,60
B8190,Researcher_A,2,10
B8196,Researcher_B,57,75
B8197,Researcher_C,119,98
B8198,Researcher_B,33,82
B8199,Researcher_A,85,14
B8200,Researcher_A,12,87
B8201,Researcher_B,11,22
B8203,Researcher_A,73,47
B8205,Researcher_C,16,97
B8209,Researcher_C,12,77
B8214,Researcher_B,39,18
B8216,Researcher_A,28,33
B8217,Researcher_C,23,14
B8220,Researcher_C,15,90
B8221,Researcher_A,29,93
B8222,Researcher_C,25,99
B8223,Researcher_A,18,74
B8226,Researcher_C,57,33
B8227,Researcher_C,82,9
B8232,Researcher_B,22,91
B8235,Researcher_B,81,18
B8236,Researcher_A,87,9
B8237,Researcher_A,94,21
B8240,Researcher_C,105,8
B8241,Researcher_B,23,76
B8243,Researcher_B,47,33
B8247,Researcher_A,51,38
B8249,Researcher_A,7,58
B8250,Researcher_B,115,97
B8251,Researcher_C,106,65
B8254,Researcher_B,48,52
B8255,Researcher_B,77,24
B8257,Researcher_B,56,77
B8258,Researcher_A,19,53
B8259,Researcher_A,31,23
B8260,Researcher_A,54,91
B8262,Researcher_B,21,85
B8263,Researcher_A,112,87
B8265,Researcher_B,30,78
B8266,Researcher_C,97,10
B8268,Researcher_B,28,91
B8269,Researcher_A,48,18
B8270,Researcher_A,92,78
B8273,Researcher_C,105,14
B8274,Researcher_C,7,7
B8278,Researcher_C,50,22
B8279,Researcher_B,99,76
B8281,Researcher_A,95,75
B8285,Researcher_C,36,73
B8287,Researcher_B,23,74
B8288,Researcher_A,24,2
B8289,Researcher_B,72,12
B8290,Researcher_A,68,15
B8293,Researcher_C,75,27
B8295,Researcher_B,4,18
B8296,Researcher_B,95,3
B8299,Researcher_B,11,50
B8302,Researcher_C,12,8
B8303,Researcher_B,114,59
B8304,Researcher_B,84,34
B8305,Researcher_B,3,42
B8306,Researcher_A,68,98
B8309,Researcher_B,64,95
B8310,Researcher_A,37,65
B8313,Researcher_B,75,40
B8314,Researcher_B,105,52
B8315,Researcher_B,42,67
B8316,Researcher_B,13,23
B8318,Researcher_B,41,39
B8320,Researcher_A,79,14
B8321,Researcher_B,93,74
B8327,Researcher_A,106,89
B8328,Researcher_B,84,24
B8331,Researcher_C,23,30
B8333,Researcher_A,89,58
B8340,Researcher_B,94,41
B8349,Researcher_C,45,84
B8350,Researcher_B,88,98
B8354,Researcher_A,94,92
B8357,Researcher_C,3,53
B8358,Researcher_A,41,71
B8359,Researcher_A,96,57
B8361,Researcher_B,30,99
B8362,Researcher_B,41,80
B8363,Researcher_B,74,84
B8365,Researcher_A,73,49
B8366,Researcher_A,22,14
B8369,Researcher_C,113,88
B8370,Researcher_B,55,50
B8371,Researcher_C,20,38
B8373,Researcher_C,15,34
B8376,Researcher_B,93,41
B8377,Researcher_C,106,96
B8381,Researcher_A,73,73
B8383,Researcher_C,10,54
B8385,Researcher_B,46,66
B8386,Researcher_B,86,49
B8387,Researcher_C,83,21
B8388,Researcher_C,5,83
B8391,Researcher_A,21,82
B8392,Researcher_A,76,82
B8393,Researcher_C,26,3
B8394,Researcher_A,20,53
B8396,Researcher_C,17,25
B8403,Researcher_B,89,14
B8406,Researcher_B,91,11
B8407,Researcher_A,91,41
B8413,Researcher_B,92,30
B8414,Researcher_A,111,9
B8417,Researcher_A,101,64
B8418,Researcher_B,31,23
B8419,Researcher_B,57,83
B8427,Researcher_B,113,27
